Transaction,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,StateOrProvince,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
4325,12/10/2015,3361,M,M,Y,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Frozen Desserts,3,17.49
4326,12/10/2015,4239,F,S,Y,4,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Kitchen Products,6,25.91
4327,12/10/2015,4909,M,M,Y,2,$10K - $30K,Beverly Hills,CA,USA,Food,Dairy,Dairy,5,7.46
4328,12/10/2015,5822,M,S,Y,5,$70K - $90K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,1,3.15
4329,12/10/2015,4075,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Baking Goods,Jams and Jellies,4,6.38
4330,12/10/2015,2171,M,S,N,1,$30K - $50K,Yakima,WA,USA,Food,Produce,Vegetables,5,9.36
4331,12/10/2015,7408,M,M,Y,2,$10K - $30K,Beverly Hills,CA,USA,Non-Consumable,Checkout,Miscellaneous,3,4.08
4332,12/10/2015,9928,F,S,Y,5,$10K - $30K,Spokane,WA,USA,Food,Produce,Vegetables,4,20.15
4333,12/10/2015,465,M,S,N,3,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,5,28.58
4334,12/10/2015,7297,F,S,Y,4,$50K - $70K,Portland,OR,USA,Food,Deli,Meat,5,18.68
4335,12/10/2015,9325,M,M,Y,1,$130K - $150K,Portland,OR,USA,Food,Deli,Meat,3,11.34
4336,12/10/2015,9943,M,S,N,1,$30K - $50K,Los Angeles,CA,USA,Drink,Beverages,Drinks,5,12.08
4337,12/10/2015,1197,M,S,N,1,$50K - $70K,Yakima,WA,USA,Non-Consumable,Household,Kitchen Products,5,3.02
4338,12/10/2015,4088,F,M,Y,4,$30K - $50K,San Diego,CA,USA,Drink,Beverages,Hot Beverages,4,7.65
4339,12/10/2015,4463,M,S,Y,5,$110K - $130K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,3,19.34
4340,12/10/2015,4566,M,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Produce,Fruit,6,25.77
4341,12/10/2015,6169,M,S,Y,2,$10K - $30K,Salem,OR,USA,Food,Snacks,Candy,5,19.39
4342,12/10/2015,9357,F,M,N,0,$30K - $50K,Los Angeles,CA,USA,Food,Frozen Foods,Vegetables,3,21.2
4343,12/10/2015,4027,F,M,N,2,$90K - $110K,Bellingham,WA,USA,Food,Snacks,Candy,2,6.74
4344,12/10/2015,1720,F,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Frozen Foods,Meat,5,13.26
4345,12/10/2015,9393,M,S,Y,4,$130K - $150K,San Diego,CA,USA,Drink,Beverages,Carbonated Beverages,5,14.64
4346,12/10/2015,346,M,M,Y,0,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,14.78
4347,12/10/2015,1987,F,M,Y,0,$50K - $70K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,9.22
4348,12/11/2015,8272,F,M,Y,1,$110K - $130K,Beverly Hills,CA,USA,Non-Consumable,Carousel,Specialty,5,12.96
4349,12/11/2015,7234,F,M,Y,4,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Cleaning Supplies,7,23.13
4350,12/11/2015,7963,M,S,N,3,$30K - $50K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,4,19.44
4351,12/11/2015,3827,M,S,N,2,$70K - $90K,Seattle,WA,USA,Food,Baking Goods,Baking Goods,5,8.28
4352,12/11/2015,10068,F,M,Y,2,$50K - $70K,Yakima,WA,USA,Non-Consumable,Household,Kitchen Products,3,15.96
4353,12/11/2015,2942,F,S,N,3,$30K - $50K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,3,20.67
4354,12/11/2015,8841,M,M,Y,1,$10K - $30K,Salem,OR,USA,Food,Deli,Meat,3,12.7
4355,12/11/2015,10064,M,M,Y,4,$50K - $70K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,3,4.82
4356,12/11/2015,1594,M,M,Y,2,$90K - $110K,Portland,OR,USA,Food,Canned Foods,Canned Sardines,4,13.5
4357,12/11/2015,6478,M,S,Y,1,$10K - $30K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,2.95
4358,12/11/2015,5790,M,M,Y,2,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Household,Plastic Products,4,2.52
4359,12/11/2015,6168,M,M,Y,4,$90K - $110K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,3.34
4360,12/11/2015,1791,M,S,N,1,$110K - $130K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,15.29
4361,12/11/2015,3418,M,M,Y,3,$90K - $110K,Bremerton,WA,USA,Food,Produce,Vegetables,5,38.04
4362,12/11/2015,4004,F,M,Y,3,$10K - $30K,Salem,OR,USA,Non-Consumable,Checkout,Miscellaneous,4,24.84
4363,12/11/2015,8550,M,S,Y,1,$10K - $30K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,4.59
4364,12/11/2015,9801,F,S,Y,2,$130K - $150K,Portland,OR,USA,Food,Canned Foods,Canned Tuna,2,13.9
4365,12/11/2015,8199,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Produce,Vegetables,4,11.41
4366,12/11/2015,4076,M,M,Y,1,$10K - $30K,Bellingham,WA,USA,Food,Deli,Meat,1,8.85
4367,12/12/2015,1153,M,S,N,1,$90K - $110K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,4,15.2
4368,12/12/2015,448,M,M,N,1,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,8.57
4369,12/12/2015,7181,F,M,Y,1,$50K - $70K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,3,14.46
4370,12/12/2015,9047,F,S,Y,3,$110K - $130K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,5,28.12
4371,12/12/2015,7823,F,M,Y,5,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Fruit,7,11.2
4372,12/12/2015,2183,F,M,N,4,$30K - $50K,Seattle,WA,USA,Food,Produce,Specialty,6,4.18
4373,12/12/2015,8404,M,M,Y,3,$50K - $70K,Bremerton,WA,USA,Food,Dairy,Dairy,3,18.2
4374,12/12/2015,5574,M,M,Y,3,$30K - $50K,San Diego,CA,USA,Food,Deli,Side Dishes,2,5.85
4375,12/12/2015,8499,M,S,N,2,$10K - $30K,San Diego,CA,USA,Food,Baked Goods,Bread,5,11.09
4376,12/12/2015,10050,M,M,N,2,$150K +,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,10.66
4377,12/12/2015,4434,F,M,Y,1,$10K - $30K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,13.74
4378,12/12/2015,4964,F,M,Y,2,$30K - $50K,Bellingham,WA,USA,Food,Frozen Foods,Breakfast Foods,2,6.36
4379,12/12/2015,3213,M,M,Y,2,$30K - $50K,Salem,OR,USA,Food,Baking Goods,Jams and Jellies,6,11
4380,12/12/2015,7056,F,M,Y,1,$10K - $30K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,5.98
4381,12/12/2015,9006,F,M,N,1,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,13.61
4382,12/12/2015,8944,F,S,Y,3,$90K - $110K,San Francisco,CA,USA,Food,Produce,Specialty,2,2.76
4383,12/12/2015,5219,M,S,N,4,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,5.9
4384,12/12/2015,5596,F,S,N,1,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Packaged Vegetables,3,12.37
4385,12/13/2015,1850,M,S,Y,1,$130K - $150K,Spokane,WA,USA,Food,Canned Foods,Vegetables,3,12.18
4386,12/13/2015,8555,F,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,5,6.4
4387,12/13/2015,2588,M,M,Y,3,$10K - $30K,Yakima,WA,USA,Food,Snacks,Candy,3,1.68
4388,12/13/2015,1549,M,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Food,Eggs,Eggs,3,21.78
4389,12/13/2015,7571,F,M,Y,1,$10K - $30K,Beverly Hills,CA,USA,Food,Baking Goods,Baking Goods,4,11.86
4390,12/13/2015,3928,M,S,N,0,$30K - $50K,Yakima,WA,USA,Food,Frozen Foods,Pizza,4,6.51
4391,12/13/2015,3418,M,M,Y,3,$90K - $110K,Bremerton,WA,USA,Food,Produce,Vegetables,5,21.22
4392,12/13/2015,6367,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,2,16.32
4393,12/13/2015,3538,F,S,N,0,$10K - $30K,Portland,OR,USA,Food,Canned Foods,Canned Soup,4,20.3
4394,12/14/2015,2507,F,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Produce,Vegetables,3,2.15
4395,12/14/2015,6888,M,S,N,4,$30K - $50K,Yakima,WA,USA,Food,Baked Goods,Bread,4,6.73
4396,12/14/2015,7234,F,M,Y,4,$30K - $50K,Spokane,WA,USA,Drink,Dairy,Dairy,4,9.63
4397,12/14/2015,6712,M,M,Y,3,$110K - $130K,Spokane,WA,USA,Food,Baking Goods,Baking Goods,4,11.9
4398,12/14/2015,5088,F,M,Y,2,$10K - $30K,Salem,OR,USA,Food,Snacks,Candy,3,9.93
4399,12/14/2015,819,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Deli,Meat,4,17.3
4400,12/14/2015,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Produce,Vegetables,3,2.77
4401,12/14/2015,6681,M,M,Y,3,$90K - $110K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,3,4.34
4402,12/14/2015,6957,F,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Frozen Foods,Breakfast Foods,3,13.77
4403,12/14/2015,9571,M,S,N,1,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,3,6.3
4404,12/14/2015,4204,M,M,N,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,4,6.91
4405,12/14/2015,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,20.28
4406,12/14/2015,534,F,M,Y,3,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Products,Fruit,4,5.32
4407,12/15/2015,8606,F,M,N,2,$110K - $130K,Seattle,WA,USA,Drink,Beverages,Drinks,3,7.03
4408,12/15/2015,2694,F,S,N,2,$70K - $90K,San Diego,CA,USA,Drink,Beverages,Carbonated Beverages,4,12.64
4409,12/15/2015,3422,M,S,Y,1,$30K - $50K,Yakima,WA,USA,Food,Frozen Foods,Pizza,5,7
4410,12/15/2015,6153,F,S,N,4,$50K - $70K,Spokane,WA,USA,Food,Deli,Side Dishes,6,7.07
4411,12/15/2015,8730,F,M,Y,1,$10K - $30K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,12.7
4412,12/15/2015,1024,F,M,Y,0,$50K - $70K,Tacoma,WA,USA,Food,Starchy Foods,Starchy Foods,5,24.19
4413,12/15/2015,2568,M,M,Y,2,$50K - $70K,Portland,OR,USA,Non-Consumable,Household,Electrical,4,5.67
4414,12/15/2015,983,F,S,N,2,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,2,6.11
4415,12/15/2015,3116,F,S,Y,2,$50K - $70K,Beverly Hills,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,3,10.94
4416,12/15/2015,7131,M,S,Y,2,$110K - $130K,Portland,OR,USA,Food,Frozen Foods,Frozen Entrees,3,3.36
4417,12/15/2015,4131,F,M,N,3,$50K - $70K,Seattle,WA,USA,Drink,Beverages,Hot Beverages,2,5.15
4418,12/15/2015,6681,M,M,Y,3,$90K - $110K,Tacoma,WA,USA,Food,Deli,Meat,4,14.35
4419,12/15/2015,4004,F,M,Y,3,$10K - $30K,Salem,OR,USA,Drink,Dairy,Dairy,4,2.07
4420,12/15/2015,10186,M,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Dairy,Dairy,5,22.6
4421,12/15/2015,8930,M,M,N,0,$30K - $50K,Beverly Hills,CA,USA,Food,Seafood,Seafood,3,14.99
4422,12/15/2015,511,F,M,N,4,$10K - $30K,Spokane,WA,USA,Food,Canned Products,Fruit,5,10.76
4423,12/15/2015,2638,F,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,2,8.52
4424,12/15/2015,3966,M,M,Y,2,$10K - $30K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,3,6.66
4425,12/15/2015,4412,M,S,N,3,$30K - $50K,Bellingham,WA,USA,Food,Deli,Meat,2,8.56
4426,12/15/2015,6560,F,S,Y,5,$70K - $90K,Tacoma,WA,USA,Drink,Beverages,Pure Juice Beverages,3,3.48
4427,12/15/2015,5686,M,M,Y,3,$70K - $90K,Bremerton,WA,USA,Food,Canned Foods,Vegetables,2,5.95
4428,12/15/2015,4881,M,M,N,3,$50K - $70K,Salem,OR,USA,Food,Deli,Meat,5,7.25
4429,12/16/2015,5295,M,S,Y,3,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,6,12.35
4430,12/16/2015,621,M,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Frozen Foods,Vegetables,4,5.72
4431,12/16/2015,7331,F,M,Y,4,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,3,6.55
4432,12/16/2015,9728,M,M,Y,1,$10K - $30K,Spokane,WA,USA,Food,Produce,Specialty,5,4.96
4433,12/16/2015,4868,F,M,Y,3,$130K - $150K,Spokane,WA,USA,Food,Canned Foods,Vegetables,5,7.31
4434,12/16/2015,9248,F,S,Y,2,$50K - $70K,Seattle,WA,USA,Non-Consumable,Household,Electrical,4,21.99
4435,12/16/2015,9397,M,M,Y,5,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Electrical,6,5.43
4436,12/16/2015,4070,M,M,Y,2,$10K - $30K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,4,5.55
4437,12/16/2015,7821,M,M,Y,4,$70K - $90K,Los Angeles,CA,USA,Food,Deli,Meat,3,4.29
4438,12/16/2015,1738,M,S,N,4,$10K - $30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,5,30.74
4439,12/16/2015,6544,F,S,N,0,$10K - $30K,Salem,OR,USA,Drink,Beverages,Hot Beverages,3,4.69
4440,12/16/2015,9550,M,S,Y,1,$70K - $90K,Beverly Hills,CA,USA,Food,Canned Foods,Vegetables,3,8
4441,12/16/2015,6313,F,M,N,0,$70K - $90K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,6,6.89
4442,12/16/2015,6720,M,M,Y,3,$30K - $50K,Seattle,WA,USA,Food,Dairy,Dairy,4,3.67
4443,12/16/2015,7176,M,M,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Frozen Foods,Breakfast Foods,4,17.38
4444,12/16/2015,6417,M,S,N,2,$10K - $30K,Los Angeles,CA,USA,Food,Snacks,Candy,3,5.4
4445,12/16/2015,8108,F,M,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Produce,Fruit,4,1.54
4446,12/17/2015,9684,M,M,Y,4,$150K +,Bellingham,WA,USA,Food,Starchy Foods,Starchy Foods,5,10.75
4447,12/17/2015,10068,F,M,Y,2,$50K - $70K,Yakima,WA,USA,Food,Produce,Vegetables,3,9.81
4448,12/17/2015,5067,M,S,Y,2,$50K - $70K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,5,4.85
4449,12/17/2015,9213,M,S,Y,3,$70K - $90K,Portland,OR,USA,Food,Breakfast Foods,Breakfast Foods,3,2.76
4450,12/17/2015,6683,F,M,Y,5,$50K - $70K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,3,5.04
4451,12/17/2015,9439,M,M,Y,0,$10K - $30K,Walla Walla,WA,USA,Food,Snack Foods,Snack Foods,1,5.96
4452,12/17/2015,4961,M,S,Y,4,$30K - $50K,Salem,OR,USA,Food,Snacks,Candy,5,18.15
4453,12/17/2015,769,F,S,N,4,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,4,23.27
4454,12/17/2015,4566,M,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Canned Foods,Vegetables,5,20.38
4455,12/17/2015,8230,M,S,N,1,$50K - $70K,San Diego,CA,USA,Non-Consumable,Household,Kitchen Products,3,4.01
4456,12/17/2015,4557,M,M,N,5,$50K - $70K,Walla Walla,WA,USA,Drink,Beverages,Drinks,2,7.38
4457,12/17/2015,8617,F,M,Y,0,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,3,4.03
4458,12/17/2015,3497,M,S,N,2,$50K - $70K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,22.05
4459,12/17/2015,9728,M,M,Y,1,$10K - $30K,Spokane,WA,USA,Food,Canned Foods,Vegetables,4,19.35
4460,12/17/2015,5376,M,S,N,1,$50K - $70K,Bremerton,WA,USA,Food,Produce,Vegetables,4,13.05
4461,12/17/2015,7810,F,S,N,5,$10K - $30K,Bremerton,WA,USA,Non-Consumable,Household,Kitchen Products,5,14.51
4462,12/17/2015,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,7.85
4463,12/17/2015,5481,F,M,Y,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Cleaning Supplies,5,13.91
4464,12/18/2015,4973,M,S,N,1,$50K - $70K,Tacoma,WA,USA,Food,Deli,Side Dishes,4,8.37
4465,12/18/2015,6047,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Meat,5,16.38
4466,12/18/2015,663,F,S,Y,3,$50K - $70K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,3,9.28
4467,12/18/2015,7103,F,S,Y,3,$110K - $130K,Seattle,WA,USA,Food,Dairy,Dairy,3,10.05
4468,12/18/2015,7823,F,M,Y,5,$10K - $30K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,23.35
4469,12/18/2015,1131,M,S,Y,0,$50K - $70K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,4,12.9
4470,12/18/2015,6065,F,M,Y,1,$30K - $50K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,4,10.71
4471,12/18/2015,4490,F,S,N,4,$10K - $30K,Salem,OR,USA,Food,Produce,Specialty,5,2.55
4472,12/18/2015,1412,M,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Breakfast Foods,Breakfast Foods,4,7.05
4473,12/18/2015,5790,M,M,Y,2,$70K - $90K,Tacoma,WA,USA,Food,Produce,Packaged Vegetables,2,18.14
4474,12/18/2015,4778,M,M,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Baking Goods,Baking Goods,5,12.55
4475,12/18/2015,9236,M,S,N,0,$70K - $90K,Salem,OR,USA,Food,Produce,Specialty,5,15.12
4476,12/18/2015,4592,M,M,N,1,$110K - $130K,Merida,Yucatan,Mexico,Food,Frozen Foods,Pizza,4,19.66
4477,12/19/2015,5696,F,S,N,1,$70K - $90K,Seattle,WA,USA,Food,Produce,Fruit,4,2.36
4478,12/19/2015,5826,F,M,Y,4,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,5,21.43
4479,12/19/2015,4391,F,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Produce,Vegetables,3,10.08
4480,12/19/2015,8351,M,S,N,4,$70K - $90K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,13.98
4481,12/19/2015,1720,F,S,N,4,$30K - $50K,Spokane,WA,USA,Drink,Dairy,Dairy,4,39.48
4482,12/19/2015,6084,F,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Dairy,Dairy,4,14.97
4483,12/19/2015,2335,M,S,Y,2,$10K - $30K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,19.01
4484,12/19/2015,4096,M,S,Y,2,$10K - $30K,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,5,9.8
4485,12/19/2015,10065,F,S,Y,0,$70K - $90K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,5,4.95
4486,12/19/2015,5163,M,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,4,6.12
4487,12/19/2015,2204,M,S,N,5,$70K - $90K,Bremerton,WA,USA,Food,Produce,Packaged Vegetables,7,20.16
4488,12/19/2015,5001,M,S,Y,5,$30K - $50K,Beverly Hills,CA,USA,Food,Meat,Meat,6,25.06
4489,12/19/2015,5989,M,M,Y,2,$110K - $130K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,5,16.74
4490,12/19/2015,423,F,S,Y,5,$10K - $30K,Vancouver,BC,Canada,Food,Baked Goods,Bread,4,19.14
4491,12/19/2015,3025,M,S,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Produce,Vegetables,5,11.13
4492,12/19/2015,7977,F,M,Y,1,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,5,21.24
4493,12/19/2015,6288,F,S,Y,1,$10K - $30K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,31.1
4494,12/20/2015,3589,M,M,Y,5,$10K - $30K,Salem,OR,USA,Food,Frozen Foods,Frozen Desserts,3,20.43
4495,12/20/2015,739,M,M,Y,4,$50K - $70K,Yakima,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,13.74
4496,12/20/2015,1346,F,S,N,4,$70K - $90K,Seattle,WA,USA,Non-Consumable,Household,Kitchen Products,4,2.27
4497,12/20/2015,7672,F,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Seafood,Seafood,5,22.68
4498,12/20/2015,1178,M,S,Y,4,$90K - $110K,Portland,OR,USA,Food,Produce,Vegetables,5,22.91
4499,12/20/2015,4906,M,S,N,0,$10K - $30K,Portland,OR,USA,Drink,Alcoholic Beverages,Beer and Wine,3,9.4
4500,12/20/2015,154,F,S,N,0,$50K - $70K,Salem,OR,USA,Food,Produce,Fruit,5,11.54
4501,12/20/2015,9065,F,M,Y,4,$50K - $70K,Salem,OR,USA,Food,Frozen Foods,Vegetables,4,4.97
4502,12/20/2015,8072,M,S,Y,2,$30K - $50K,Los Angeles,CA,USA,Food,Baking Goods,Baking Goods,3,7.74
4503,12/20/2015,1162,M,M,Y,2,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,5,14.71
4504,12/20/2015,8742,M,S,Y,1,$10K - $30K,Bremerton,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,11.51
4505,12/20/2015,4497,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,26.19
4506,12/20/2015,3889,M,M,N,4,$130K - $150K,Bremerton,WA,USA,Food,Deli,Meat,5,2.34
4507,12/20/2015,9187,M,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,6,7.4
4508,12/20/2015,472,F,M,Y,0,$30K - $50K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,4,3.99
4509,12/21/2015,2448,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Canned Foods,Canned Soup,5,9.3
4510,12/21/2015,4892,M,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,11.44
4511,12/21/2015,1795,M,S,N,4,$50K - $70K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,4,18.14
4512,12/21/2015,465,M,S,N,3,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,9.61
4513,12/21/2015,3327,F,S,N,4,$30K - $50K,Los Angeles,CA,USA,Non-Consumable,Household,Bathroom Products,5,17.89
4514,12/21/2015,229,F,M,Y,1,$70K - $90K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,6,9.04
4515,12/21/2015,7870,F,S,Y,1,$110K - $130K,Seattle,WA,USA,Food,Produce,Fruit,5,16.13
4516,12/21/2015,4315,M,S,N,2,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,14.42
4517,12/21/2015,1676,M,M,N,3,$30K - $50K,Bremerton,WA,USA,Food,Produce,Vegetables,5,6.66
4518,12/21/2015,5839,F,S,Y,5,$110K - $130K,Beverly Hills,CA,USA,Food,Frozen Foods,Pizza,3,10.89
4519,12/21/2015,1795,M,S,N,4,$50K - $70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,4,16.99
4520,12/21/2015,7595,M,M,Y,2,$30K - $50K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,7,6.3
4521,12/21/2015,6423,F,S,Y,4,$110K - $130K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,7,17.8
4522,12/21/2015,9715,F,S,Y,4,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,17.61
4523,12/21/2015,4892,M,S,N,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,3,6.59
4524,12/21/2015,5237,F,S,Y,3,$50K - $70K,Bellingham,WA,USA,Food,Canned Foods,Vegetables,3,6.26
4525,12/21/2015,2890,F,M,Y,4,$30K - $50K,Beverly Hills,CA,USA,Food,Frozen Foods,Frozen Desserts,4,16.82
4526,12/21/2015,7376,M,S,Y,2,$130K - $150K,Orizaba,Veracruz,Mexico,Non-Consumable,Carousel,Specialty,3,6.9
4527,12/21/2015,4099,M,M,N,3,$70K - $90K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,5,18.71
4528,12/21/2015,1352,M,S,N,4,$50K - $70K,Tacoma,WA,USA,Food,Produce,Vegetables,4,19.6
4529,12/21/2015,736,M,S,Y,1,$110K - $130K,Bellingham,WA,USA,Non-Consumable,Household,Kitchen Products,1,11.43
4530,12/22/2015,1184,M,S,N,5,$70K - $90K,San Francisco,CA,USA,Food,Snack Foods,Snack Foods,1,8.03
4531,12/22/2015,9745,M,S,Y,4,$50K - $70K,Tacoma,WA,USA,Food,Produce,Vegetables,5,6.55
4532,12/22/2015,3180,F,M,Y,4,$10K - $30K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,7,24
4533,12/22/2015,3935,F,M,Y,1,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,3,4.49
4534,12/22/2015,5153,F,S,N,2,$50K - $70K,Portland,OR,USA,Food,Canned Foods,Canned Soup,2,5.15
4535,12/22/2015,9855,F,S,N,4,$30K - $50K,Beverly Hills,CA,USA,Drink,Dairy,Dairy,5,11.86
4536,12/22/2015,755,F,S,N,3,$30K - $50K,Los Angeles,CA,USA,Food,Baked Goods,Bread,3,23.6
4537,12/22/2015,1913,M,M,Y,3,$70K - $90K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,3.35
4538,12/22/2015,6947,F,M,N,2,$70K - $90K,Portland,OR,USA,Food,Produce,Vegetables,6,9.5
4539,12/22/2015,2747,M,S,Y,4,$70K - $90K,San Diego,CA,USA,Drink,Dairy,Dairy,5,31.41
4540,12/22/2015,7534,M,S,N,3,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Tuna,5,16.9
4541,12/22/2015,682,F,S,Y,2,$70K - $90K,Los Angeles,CA,USA,Food,Dairy,Dairy,3,2.31
4542,12/22/2015,2570,M,M,Y,2,$70K - $90K,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,3,18.31
4543,12/22/2015,5542,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Dairy,Dairy,5,3.62
